,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,X_COORD_x,Y_COORD_x,X_COORD_y,Y_COORD_y
627,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2643,Salish,EH,1.5,,W,4.0,No,Unknown,10m+,Herb,6-25%,,,-123.218701,49.251375
628,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2644,Salish,EH,2.0,,SW,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.218522,49.251238
629,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2645,Salish,EH,0.5,,SW,2.0,No,Unknown,10m+,Herb,6-25%,,,-123.218145,49.250944
630,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2646,Salish,EH,3.0,,SW,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.217589,49.2505
631,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2647,Salish,EH,0.5,,W,1.0,No,Unknown,10m+,Shrub,1-5%,,,-123.217404,49.250306
632,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2648,Salish,LC,0.5,,W,1.0,No,,10m+,Shrub,6-25%,,,-123.217367,49.250113
633,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2649,Salish,EH,3.0,,SW,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.217488,49.250136
634,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2148,Top,EI,2.0,,W,,,,10m+,Mixed,1-5%,,,-123.212316,49.258113
635,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2149,Top,HB,1.5,,W,7.0,,,10m+,Mixed,6-25%,,,-123.212309,49.258063
636,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2150,Top,LC,2.0,,W,3.0,,,10m+,Tree,6-25%,,,-123.212292,49.258078
637,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2151,Top,EI,0.5,,W,2.0,,,10m+,Herb,26-50%,,,-123.212296,49.258017
638,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2152,Top,EI,5.0,,W,4.0,,,10m+,Herb,6-25%,,,-123.212281,49.257906
639,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2153,Top,EI,7.0,L1-1,W,,,,10m+,Herb,1-5%,,,-123.212349,49.257916
640,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2154,Top,EI,7.0,L1-2,W,,,,10m+,Herb,6-25%,,,-123.212109,49.25793
641,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2155,Top,EI,7.0,L1-3,W,,,,10m+,Herb,6-25%,,,-123.212191,49.257823
642,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2156,Top,EI,0.6,,W,4.0,,,10m+,Herb,26-50%,,,-123.212146,49.257773
643,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2157,Top,EI,1.2,,W,5.0,,,10m+,Herb,1-5%,,,-123.212115,49.257708
644,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2158,Top,EH,0.85,,W,1.0,,,10m+,Tree,1-5%,,,-123.212143,49.257733
645,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2159,Top,EI,0.7,,W,4.0,,,10m+,Herb,1-5%,,,-123.212041,49.25763
646,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2160,Top,HB,10.0,L2-1,W,9.0,,,10m+,Mixed,1-5%,,,-123.211623,49.257764
647,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2161,Top,HB,10.0,L2-2,W,9.0,,,10m+,Mixed,1-5%,,,-123.211374,49.257648
648,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2162,Top,HB,10.0,L2-3,W,9.0,,,10m+,Mixed,1-5%,,,-123.211357,49.25753
649,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2163,Top,EH,0.5,,W,1.0,,,10m+,Shrub,1-5%,,,-123.211533,49.257639
650,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2164,Top,EH,0.5,,W,1.0,,,10m+,Shrub,1-5%,,,-123.211459,49.257702
651,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2165,Top,CP,8.5,,W,9.0,,,10m+,Herb,1-5%,,,-123.211246,49.257694
652,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2166,Top,EH,0.5,,W,1.0,,,10m+,Shrub,1-5%,,,-123.211128,49.257567
653,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2167,Top,EH,1.0,,S,3.0,,,10m+,Mixed,1-5%,,,-123.210643,49.257397
654,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2168,Top,EI,0.5,,S,2.0,,,10m+,Herb,1-5%,,,-123.210579,49.257479
655,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2169,Top,EH,1.0,,S,3.0,,,10m+,Mixed,1-5%,,,-123.210688,49.257372
656,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2170,Top,EI,2.4,,S,6.0,,,10m+,Mixed,26-50%,,,-123.210649,49.257349
657,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2171,Top,EH,1.1,,S,2.0,,,10m+,Shrub,6-25%,,,-123.210674,49.25736
658,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2172,Top,EH,0.5,,S,1.0,,,10m+,Tree,51-75%,,,-123.210482,49.257401
659,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2173,Top,EH,1.3,,S,4.0,,,10m+,Mixed,6-25%,,,-123.210422,49.257412
660,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2174,Top,EH,1.0,,S,2.0,,,10m+,Shrub,6-25%,,,-123.210237,49.257328
661,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2175,Top,EH,0.5,,S,1.0,,Unknown,10m+,Shrub,6-25%,,,-123.212538,49.258204
